,Review,Stars,Dt,City/St,City,State,Retailer
94,"The worst heartless company I have ever shopped at! I asked for a refund for the Beyond + membership that I signed up for on March 17, 2020. I signed up because I wanted to redecorate my house but due to the virus I can not. All the stores closed a few days later and the online shopping has limited or out of stock items. AND shipping is slow, but it does not matter because I can not afford to buy anything. Well, they refused to refund me. The girl on the phone said she and I quote ""I DO NOT CARE about your situation and I am dealing with a world wide pandemic""! SERIOUSLY, everyone is. Well, I called to complain and the girl hung the phone up on me! For your best interest DO NOT SIGN UP FOR THIS MEMBERSHIP OR SHOP HERE! These people dont care about their customers and the prices are inflated anyway. Honestly I have never had an experience like this before. I am speechless.",1," April 5, 2020","Fort Lauderdale, FL",Fort Lauderdale, FL,Bed Bath and Beyond
95,Ordered a comforter set with 2 decorative pillows. 1 pillow is not sewed on 1 side and has a big stain on it. The confit has strings all over it. Very poor quality and will never order from them again. Could’ve got a better one from Walmart.,1," March 9, 2020","Greenwood, SC",Greenwood, SC,Bed Bath and Beyond
96,I ordered some champagne flutes to be delivered to my apartment. I received a message that it had to be delivered to a FedEx location and I selected the location closest to my house. Then somehow without notifying me they sent it to a FedEx location over an hour away from me. I contacted FedEx and they them told me I needed to contact BBB because there was an issue with the label. I then contacted BBB and had multiple conversations and they told me FedEx was supposed to call me but they never did. Then the next day I reached out to BBB again and they had no idea of my issue and I had to start the process over again. I still do not have my package. It is in San Diego at an address an hour away from me. They will not let me cancel the order. This is a mess. I shouldn’t have to keep repeating myself. Get it together Bed Bath and Beyond.,1," Feb. 28, 2020","Temecula, CA",Temecula, CA,Bed Bath and Beyond
97,I went shopping for flannel bed sheets and having no luck with the size I was looking for I decided to check out the Clinton Twp store being I have never been to this store ever. Well entering the store walking past cashiers I was looking around for the bedding dept. I walked around not seeing flannel sheets or anyone to ask I walked around looking at different things being again never been inside the store before. I finally ran into a man and asked if he knew where flannel sheets were. He gladly was helpful in looking for me and even went into the back to see if there were any there and during this time another employee was just walking around looking at me made me VERY UNCOMFORTABLE..,1," Feb. 21, 2020","Algonac, MI",Algonac, MI,Bed Bath and Beyond
98,"I live in one of the newly-built high-rises in Metrotown, Burnaby, just next to the Burnaby branch of Bed Bath & Beyond. Today, I visited the store to ask for moving boxes. I was asked by one of the staff to follow her in the supply area to see if there is any boxes available. I was talking to two other staff in the area that suddenly a senior man entered and in the most OFFENSIVE way asked me to get out, although he saw I was talking with another staff. I even described that I am here with a permission of another staff.",1," Feb. 20, 2020","Burnaby, BC",Burnaby, BC,Bed Bath and Beyond
99,"I had purchased a food processor back in May of 2019. As I was completing the process I had noticed that my address was coming up wrong. I changed the address in the computer and it looked like it had taken the correct address. Little did I know it defaulted back to the wrong address (A default in THEIR website). A few days later I noticed my package had yet to arrive. I contacted the customer service department about my issue and was told that it had gone to the wrong address and that they would send me another food processor. (Mind you this was for a bridal shower, and not for my own leisurely use.) ",1," Feb. 20, 2020","Danbury, CT",Danbury, CT,Bed Bath and Beyond
100,Uncaring staff added to our exceptionally bad experience. We heard of a special 20% discount and loaded it into our phone. Proceeded to take lots of time to choose over $135 of kitchen stuff counting on discount. Cashier made an exception and said she would give us discount even though usually takes 24 hours to activate on phone. So far seemed so good. What was not ever made clear was that 20% was only good on one item!! All that fuss to save only $4 on a $135 order! I promptly had them reverse my entire order. Very disgusted with their veiled promo. And no one cared. Staff was actually snarky. Will never go back. Even when manager came over to authorize refund she never asked about why a client was returning so many items. Didn’t care at all.,1," Feb. 18, 2020","Cambridge, ON",Cambridge, ON,Bed Bath and Beyond
101,"I paid $15.49 online for a set of measuring spoons. When they arrived, the price tag said $9.99. I have contacted BB&B many times, but they will not respond and address my concerns of being overcharged.",1," Jan. 31, 2020","Oakville, ON",Oakville, ON,Bed Bath and Beyond
102,"Very disappointing experience with Bed Bath & Beyond, their membership program and the customer support. The membership program was extended silently and automatically using the credit card data. No warnings or notifications were sent to me neither before the renewal date, nor after it. No texts, no emails. It incurred a hefty late payment fee from the bank. The customer support was not client oriented at all. They said that their wonderful terms and conditions do not allow them to cancel the membership and refund me the renewal. Technically they are right, but their policy is not client oriented and fair. I will never shop with this store again. Be careful with the membership, and don't expect much help from the customer support.",1," Jan. 25, 2020","Chicago, IL",Chicago, IL,Bed Bath and Beyond
103,"I applied for a BBB Mastercard in response to an offer for $20 off my online order. At the end, I received an error message, so I called the number provided on the website. I was told it can take 24 hours to receive an approval... but I would be given a coupon with my card if approved. So I checked my emails, and sure enough, i was already approved, but it said I should receive my card within 2 weeks.",1," Jan. 23, 2020","Covina, CA",Covina, CA,Bed Bath and Beyond
104,"Received two sets of linens mid December. I realized that I didn’t need them anymore because I got some from my family. I returned these items in the same box with a prepaid Fedex ground label. The return shipment arrived on Jan 9th. By Jan 15th I still hadn’t had a refund. Called the 1-800 # and was advised a refund would come by Friday and that they didn’t receive the 2nd item. The rep could not assist me with investigating the missing item. When I did not get a refund again I called on 1-800# Jan 19th. The lady was much more helpful this time, provided me a case #, filed investigation to warehouse to find missing return, and indicated a refund would come in 3-7 business day. ",1," Jan. 21, 2020","Glasgow, MT",Glasgow, MT,Bed Bath and Beyond
105,"I placed a pickup order for a Dyson Pure Hot Cool. It does not allow you to apply a coupon. I then placed a same day delivery order for the same Dyson. It said my item would be delivered after 1pm. On Friday, I received notification that the driver was on the way. Then the status updates were all ""delayed."" From there I received a notification that the order had been picked up but shortly after the order was cancelled. I checked online and the BBB website showed the order still processing. I called BBB customer service and was told to work with the store.",1," Jan. 13, 2020","Dallas, TX",Dallas, TX,Bed Bath and Beyond
106,"Ordered a Tramontina pan. Orders take too long in Canada compared to online retailers, then learned everything comes from USA. Arrived scratched. Called and said would ship one out immediately so no delay and also would send shipping label. I wait, wait, and forgot because life is just too busy. Almost a month later, nothing. Then they tell me I have to ship damaged one back first. So, almost 10 days to get first one, at least 5 business days to send back and 5 to get new one...so close to 1 month to get a product...hoping the replacement is not damaged. Since so much time has passed, it will now be close to 1.5 months before I see a pan. What a joke of a retailer. I am sure service in the USA is much better but totally sucks for Canadians. Never ordering online from BBB again.",1," Jan. 11, 2020","Ottawa, ON",Ottawa, ON,Bed Bath and Beyond
107,Bed bath and beyond should really consider making their employees stay home when they are ill. Little Susie may have a family member at home that is under going chemo or other health issues that may land them in the hospital. It is not right for you to make or allow them to work ill. I dont write reviews but after what I just encountered at your store I'm hoping this doesnt become a repeated thing.,1," Jan. 7, 2020","Westfield, IN",Westfield, IN,Bed Bath and Beyond
108,"I ordered a product and in spite of FedEx reporting it delivered, I did not receive it. I called Bed Bath & Beyond and they told me I had to file a claim with FedEx. I filed a claim with FedEx and they kicked it back to Bed Bath & Beyond. BB&B re-shipped the product, then 3 days later cancelled that order. They submitted a refund.",1," Jan. 6, 2020","Tyler, TX",Tyler, TX,Bed Bath and Beyond
109,"My experience with their online order system was horrendous. I ordered some Christmas gifts on DECEMBER 2nd to make sure of its proper arrival however, of the 10 items I ordered, 5 items ships correctly and is properly delivered. The remaining 5 items ships out a day later via FedEx, yet no notification is sent to me. I contact Bed Bath & Beyond customer service to find out what happened to the rest of my 5 items, at which time, I was advised that it was shipped out via FedEx however, at some point it got damaged and there was no delivery and no attempt to reach me to rectify the situation. Then, on Dec. 18th, I speak to someone in customer service to resolve this issue in hopes that I will get them in time for Christmas, however, she makes absolutely no attempt in urgency to rectify the problem except to say, ""We are looking into this matter and will ship it out to you in our standard processing time."" Are you freaking kidding me? ",1," Dec. 27, 2019","East Elmhurst, NY",East Elmhurst, NY,Bed Bath and Beyond
110,"I placed an order online with BB&B on Dec 21. I was informed throughout the entire transaction that it would be delivered by Dec. 24. In time for Christmas. AFTER the transaction was completed, I was informed to expect delivery between Dec. 27 - Jan 2. That is what I call “subtle deception”. I would not have made the purchase if I had known that little piece of information. Needless to say the item will be promptly returned. This will be my first and final dealing with Bed Bath & Beyond.",1," Dec. 22, 2019","Ochlocknee, GA",Ochlocknee, GA,Bed Bath and Beyond
111,This is the most unacceptable experiences with a company. I'm horrified that these people can legally get away with doing this to people. My order placed Dec 1. Dec 2 money taken and tracking number sent to me but FedEx never received package. I emailed 2 times. No response to this 13 days later. I've call everyday for 10 days. Actually called twice the last 3 days. Every time I call I get a completely different answer. None which answer where my package is.,1," Dec. 16, 2019","Kirkwood, DE",Kirkwood, DE,Bed Bath and Beyond
112,"I placed an order about a month ago. Everything seemed to be ok, until I received an email that told me I had received my item, and had actually received nothing? I contacted the store that same day. I come to find out through some glitch they sent it to my old address, that I haven't lived at for over a year. I was worried as they broke my shipment into three parts and in addition to getting the first shipment corrected, re-routing the other two. They blamed the error on PayPal. Paypal blames the error on them, vicious circle!",1," Dec. 10, 2019","Clinton Township, MI",Clinton Township, MI,Bed Bath and Beyond
113,"I did couple of purchases during last month for my brother wedding and after couple of days I return some of the items 'cause it didn't work. Today I went to return part of my old purchase which it was unused and not touched, I was surprised they refused to return it to me saying, ""'Cause You did multiple returns we denied your return,"" even though I have my receipt and card and it's only couple of weeks!! I called customer service and they said, ""You are banned for six months!!"" Are you kidding me!!! How you refuse to return if you have a policy saying if you are not satisfied you can return!! I'm so disappointed with this service and loss of money!! I informed my friends and family about their services and policy so they dont buy anything in the future from the store. I'm so upset and disappointed with this kind of policy. Never buying any more from them!!",1," Dec. 5, 2019","Dublin, OH",Dublin, OH,Bed Bath and Beyond
114,"I purchased a battery operated Flawless Brows from Bed Bath and Beyond in June 2019, but it stopped working in November 2019, but they dont honor their own merchandise and will not return it because their return policy has changed for some unknown reason. I am very disappointed and will not buy anything from the store anymore.",1," Dec. 5, 2019","Great Neck, NY",Great Neck, NY,Bed Bath and Beyond
115,"The worst customer service. They received my return and will not refund my money. Iv'e called at least 7 times, spoken to 2 separate supervisors, promises to call me back, never heard another word from them. Have reported to the Better Business Bureau as well.",1," Dec. 3, 2019","Gardner, MA",Gardner, MA,Bed Bath and Beyond
116,"Exton, PA: On 11/29/2019 (Saturday) at approximately 4:15 pm I stepped into a line of 8 to 10 customers. The cashier was clearly having some technical difficulty with the person checking out, so the woman at the customer service began to call the next person in line over to her counter, which made sense. After a continued wait, another cashier opened a second checkout line. The cashier in my line was still having a good deal of trouble. The woman at the customer service called a customer over from the newly opened line, who had not been in line very long. A while later, while I was still waiting in the same line, the woman at the customer service counter called a second customer over from the newly opened line.  ",1," Nov. 29, 2019","West Chester, PA",West Chester, PA,Bed Bath and Beyond
117,"I have made at least 8, yes 8, calls to Customer Service Reps and to a manager (Laurie **) with little follow up from Corporate. I simply need my city address for all mailings to be corrected. It only required deleting the city on file on my profile and typing in the correct city; a very simple task! I was told yesterday the manager would call me after she gets in to work today but I never heard from her, so I had to follow up. I was told it takes 6-8 weeks to correct this simple thing - this is absurd. I had plans on buying all my Christmas gifts ($1000+) at Bed Bath And Beyond but will now not be doing so. I am now boycotting the company and will tell many about this to advise them do the same.",1," Nov. 27, 2019","Bothell, WA",Bothell, WA,Bed Bath and Beyond
118,"I've ordered a $600+ armchair and they left it at my stairs, in an open box, under heavy snow. Mind-blowing! I would not recommend anyone on buying anything from their online store and I will, myself, avoid using their brick and mortar stores as well.",1," Nov. 11, 2019","Etobicoke, ON",Etobicoke, ON,Bed Bath and Beyond
119,"I was a good customer. Due to busy career I bought a lot online. Lots of the items arrived damages or defective. I was told I could return to store. Apparently the stores don't like to deal with your online purchases. This store does everything to get the product sold and out the door, but is the worst at returns, even when it is defective or damaged. Most times I was not returning because I didn't like it. One floor lamp was bought and returned 4 times as it was broken every single time.  I was told I was a bad customer due to all of the returns. They could care less as to the reason. I wouldn't shop there if it was a the last store on earth.",1," Oct. 25, 2019","San Marcos, CA",San Marcos, CA,Bed Bath and Beyond
120,"We order a Vacuum Cleaner online from Bed Bath and Beyond Canada. When it arrived, we didn't like it...and returned it the very next day...as per their return instructions. Almost 3 months later and many phone calls, we are still waiting for our money back. Lots of excuses and promises...but nothing happens. We will continue to fight to get our money back... Be Careful if you order online with BB&B Canada and you are not satisfied with the product once it arrives. You pay in advance...and then Fight Fight Fight to get your money back. Disgusting.",1," Oct. 17, 2019","Ridgeway, ON",Ridgeway, ON,Bed Bath and Beyond
121,"I was buying the Kitchenaid metal food grinder on sale for $79.99 on line when I put another item in my cart the price went up to $99.99 so I called customer service she said that that item was not on sale, I told her my email from BBB clearly stated it was 20% off, she said it hasn’t been on sale since August so I emailed the add to her and when I went back to my email the price changed on my email also. Sounds like they can control just about anything they want. She also told me that it was a price match not a sale but it clearly stated it was a sale of 20% off. They apparently teach the customer service people to lie. Very disappointing and a waste of my time. I can see this store will be the next one going out of business. I will buy from amazon from now on. Consumers beware of their shifty tactics.",1," Oct. 15, 2019","Fellsmere, FL",Fellsmere, FL,Bed Bath and Beyond
122,Bed and Bath told me they would expect my return but I had a receipt. They said I returned too many things but I had only returned 2 items. The policy does not state a certain number of returns. I just don’t understand how they can even to this.,1," Oct. 15, 2019","Hillsboro, OR",Hillsboro, OR,Bed Bath and Beyond
123,"I made an online purchase at Bed, Bath & Beyond. My invoice included a link to claim $10 cash back on this purchase. I clicked and was directed to a Shop Smarter Site. I exited immediately when I discovered that in order to get my 10.00, I would have to purchase something from a company on their site. I did not sign up or provide my credit card information. I then discovered that Bed, Bath and Beyond had provided my credit card information and Shop Smart charged my credit card $2.67 for a membership fee. I am attempting to have this charge reversed and for Bed and Bath to take responsibility for providing my personal information and my credit card information. This is a scam and it must be illegal for my information to be shared without my consent.",1," Oct. 3, 2019","Edmonton, AB",Edmonton, AB,Bed Bath and Beyond
125,"Ordered an oval tablecloth 60x102 to be picked up in store. Later that day I picked it up and took it home. Opened the package: it was not oval, it was round. So much for ordering over the phone so I'd be sure the store had it and I got the right size. Took the tablecloth back to the store. Found a tablecloth marked 60x102, seemed like a bigger package, so I took it home. It was not oval, it was rectangular AND it had a disgusting hair in it. Back to the store AGAIN to return that one. I wrote to the company. Got a response two-days later reading, ""Try to order again."" SERIOUSLY? No one at BBB will be tasked with sending me the correct tablecloth? You want me to try one more time and maybe this time I won't have to drive it back? BBB will be out of business in the very near future. Check its stock. (I have all of my receipts if an authorized person would like to follow up.)",1," Sept. 18, 2019","Downers Grove, IL",Downers Grove, IL,Bed Bath and Beyond
126,"On Sept. 8th I ordered 3 boxes of k Cups and my credit card was charged same day. It’s Sept. 15th and still no delivery. Unbelievable in today’s retail world. Then without thinking, yesterday I ordered a shower curtain from BBB. Today I finally got my order confirmation email with an expected delivery date of Sept. 15th. Ten days away. Completely unacceptable and fully explains why this company is in danger of going out of business.",1," Sept. 16, 2019","Waukesha, WI",Waukesha, WI,Bed Bath and Beyond
127,"I was unaware when ordering some new bedding items that Bed Bath and Beyond had changed their policy regarding online returns - and let me tell you, you probably will be to. I have ordered many an item online from them over the years and if there was an issue, I would return it to the local store for a quick refund or exchange. That policy is no more. Now, if the local store does not stock that particular item, you have to have either already initiated an online return to have the privilege of dropping your return off in store, or you have to be lectured about how useless you are by the store staff. ",1," Aug. 22, 2019","Cuyahoga Falls, OH",Cuyahoga Falls, OH,Bed Bath and Beyond
128,"Spent $600 on the bride's tasteful selection of dinnerware and wine glasses, along with all the completer pieces. Imagine my shock, horror and surprise when I open the (multiple) boxes to find that all of the completer pieces have been shipped in plastic bags (no original boxes) then covered in bubble wrap and taped in a way which it appears to be wrapped by a 4 year old child. After further examination it was apparent these were used, returned to the store without boxes or packaging, and shipped out to fulfill my order. I was horrified. In all fairness, two of the pieces may have been dusty old store stock that got packaged for shipment, but one of the large serving platters had sticky stuff all over the back, black areas where it appears it was scraped and clearly used. ",1," Aug. 12, 2019","Newtown, PA",Newtown, PA,Bed Bath and Beyond
129,"I signed up for Beyond Plus in 2018 for $29.99. However, with their recent rate increase of 25% to $39.99, I became very concerned. When I called Customer Service and requested to speak with a supervisor, ""John"" came on the line. With no additional value provided with the 25% rate increase, such as allowing returns without a receipt since they have access to all your purchases, I asked for a rollback of their rate to keep me as a customer. I received the standard, routine, worthless response: ""I apologize...."", ""but the rate increase stays"". BB&B appears to be in a freefall of losing customers and closing stores that are losing business, per all the online research that I did, but they appear to not care to keep valued customers such as myself. Obviously a 25% increase means more to them. Unacceptable and very poor customer service!",1," Aug. 1, 2019","Bloomfield, NJ",Bloomfield, NJ,Bed Bath and Beyond
130,"Did you know that Bed Bath and Beyond sells baby items? I was thrilled when I saw that, I even bought the membership so I can get the discounts. Yes, I've taken some things back but I started spending lots of money when my son was born. I had NO IDEA that things were supposed to be in original boxes as they took things back without boxes. So we ordered a $300 stroller, the next day decided it's not right for us. The stroller still had all the tags, and only stood on our rug so brand new, only thing, my husband rushed and tossed the box. So now without the box, they will not take back the stroller. ",1," July 30, 2019","Brooklyn, NY",Brooklyn, NY,Bed Bath and Beyond
131,"Laundry basket sign said $14.99. Rung up $19.99, all he said was sorry. Baskets were put there incorrectly. Would not honor the price that was labeled. He did not care. Disappointing. Will not shop there again.",1," July 21, 2019","Spring, TX",Spring, TX,Bed Bath and Beyond
132,"We ordered an expensive product at the store that was only available online. Spent $29 for a Beyond+ discount that was suggested by sales staff. Didn't like the product when it arrived at the store so we didn't even take it home. Don't need the membership but are stuck with it. I requested a refund and cancellation and was refused because we had ""used the coupon"".",1," July 11, 2019","Georgetown, KY",Georgetown, KY,Bed Bath and Beyond
133,"Purchased a Cuisinart 11 piece pot set that came with A $25 GIFT CARD. I confirmed when I ordered it on the phone. I confirmed with online chat, confirmed by calling again. Today I'm told they can't confirm it. I could have purchased it cheaper at Walmart. Spend too much time on this. I won't be back. Go to Walmart for better pricing and no hoops to jump through!!!",1," July 9, 2019","Hopatcong, NJ",Hopatcong, NJ,Bed Bath and Beyond
134,"We received our beautiful Via Toro Italian luggage just before our European vacation - long story short. Turned out our beautiful Italian luggage was in fact made in China. Don't let their beauty and Italian name fool you - broken and useless after only one trip. Although discounted, hundreds of $$$ are in the trash. Gave it one star for the look. Can't tell you how disappointed we are with both the luggage and Bed Bath & Beyond for representing junk.",1," July 1, 2019","Ajax, ON",Ajax, ON,Bed Bath and Beyond
135,"Boca Raton. Rudest poorly customer service from supervisor Maria. I was at the store #92 on 6/27/19 to get a complaint about an error that the other previously manager did on my purchased. Instead of the supervisor ""Maria"" in order to be more professional and courtesy with the issue and try to address the issue in a better way, she was completely rude, unprofessional and turned her back to me, as a customer and dismissed my issue that was created by one of their team. I called corporate and made a formal complaint about this supervisor ""Maria"" at the Boca Raton store #92. Hopefully, the district manager will contact me to further apology and to make up for this inconvenience that she created.",1," June 28, 2019","Delray Beach, FL",Delray Beach, FL,Bed Bath and Beyond
136,"BBB promised to deliver a couch cover by May 24 - a two week wait. They even charged my account on May 19. However, when it did not show up, I called and they said it was back ordered and they had no idea when it would be shipped. I asked why I was not informed and they had no good reason. So, I contacted their customer service two days later (Sunday) and told them to cancel it. Later that day, I was informed by them that the item had just been shipped. REALLY?? On Sunday evening of Memorial Day weekend? What planet are these guys on? I would like to know how they get UPS, FedEx or the USPS to receive orders on a Sunday evening of a major holiday weekend! They told me I could refuse the order when it arrived, so I did. Now the refund to my Visa hangs in limbo more than a month after they made a charge to it. I will NEVER buy from BBB again! In my opinion, they have no ethics at all.",1," June 21, 2019","Eau Claire, WI",Eau Claire, WI,Bed Bath and Beyond
137,"The manager of that particular location called, listened to the account of what took place and was very apologetic.  He said that was not his expectation of how their employees should assist customers.  I will be returning there next time I'm in the valley.",1," June 24, 2019","Payson, AZ",Payson, AZ,Bed Bath and Beyond
138,"The problem is that BBB uses FedEx to complete their online deliveries. On two separate orders, FedEx claimed they attempted delivery but the delivery was never attempted. On both occasions I had to have the item returned to BBB because of FedEx's incompetence. The problem is. BBB will not issue a refund until they receive the item back which is completely unfair to the customer. I cannot order from BBB online because I will never get the item. On this occasion, I was home, saw the FedEx truck stop on the street, immediately went out to greet him, only to be left breathing exhaust fumes as he drove away. I told this to BBB but they don't care at all.",1," May 22, 2019","Belleville, NJ",Belleville, NJ,Bed Bath and Beyond
139,"We were a very loyal customers of Bed And Bath. No more. We order 2 products by phone, $ 600 value. We paid by CC. We’ve been told they will get to us between May 16 to 21. We came back home from a business trip on May 15 & check the status of our orders. It indicate that it was DELIVERED (Left by the front Door) 2 Huge boxes, on May 14. We called immediately to customer service & explained all the above. The girl even claim that’s it’s our fault that it was lost, since we never requested a delivery with a signature, but she will submit a request to investigate.",1," May 18, 2019","Union, NJ",Union, NJ,Bed Bath and Beyond
140,"Not helpful, racist to Muslim people or they found you have different accent they change, talking rude, I make sure me and all my family never support this company for being bad to other. Also they not friendly with kids. Horrible place. Bad experience.",1," May 18, 2019","Fort Worth, TX",Fort Worth, TX,Bed Bath and Beyond
141,Purchased a three piece patio set. Cost over six hundred dollars. Two chairs and small table. One chair badly damaged. Was told to reach out to manufacturer. They told me they would send parts. Proceeded to put other to pieces together. A few days later was told they did not have parts. BBB gave me one hundred dollars. That is all they felt the one large swivel chair was worth. Depreciated worse than a car driven off the car lot. Beware of purchasing anything from BBB.,1," May 9, 2019","Marion Station, MD",Marion Station, MD,Bed Bath and Beyond
142,"I ordered a wedding gift on a Sunday, to be shipped to the bride. On Monday I received a shipping confirmation my order was shipped. On Friday I received an email. The bulk of my order was cancelled because of out of stock. I called customer service. Wanted the whole order canceled. Was told the lesser item was delivered on Wednesday, did NOT get a confirmation on that. All they could say was sorry. I will never shop with Bed Bath & Beyond again, this was my first experience and my last. I did find the exact item on Amazon, will continue my shopping with Amazon.",1," May 3, 2019","Waukegan, IL",Waukegan, IL,Bed Bath and Beyond
143,I had ordered a dinnerware set and the label was created for shipping. I checked everyday for a week to check shipping progress. Every time I had checked it was still in the label process and never shipped. They cancelled my order and redid my order. Then I get notified they cancelled it because they’re out of stock now. What a joke!!! If my order was sent out in the first place they wouldn’t be out of stock. Probably why the place might be shutting down! So many bad reviews and customer service. Very unprofessional.,1," May 2, 2019","Canton, OH",Canton, OH,Bed Bath and Beyond
144,"According to FedEx tracking data, it has taken six full days from the time my order was placed for the item to travel 46 miles. Only 2,136 miles to my home - serious doubts that I will ever see it. In any case, I won't be shopping at BBY again. Forget free shipping - maybe they should try for free delivery.",1," April 30, 2019","Knoxville, TN",Knoxville, TN,Bed Bath and Beyond
145,"I visited the BB&B Northpointe Plaza store in Lewis Center, OH 2/14/2019 and again 4/27/2019. Both times I was bombarded by crazed saleswomen asking me a thousand questions at once, sticking sample fragrances in my nose and following me around the store harassing me to try different products. The first visit I gave the saleswomen the benefit of a doubt-it was Valentine's Day, maybe they had a sales quota to meet. But I was very upset when I left. I visited the store again to purchase ONE ITEM-and again was literally chased around the store by nutcase saleswomen. BB&B you just lost a customer. RETHINK your approach in your brick and mortar stores and RETRAIN your sales associates.",1," April 27, 2019","Lewis Center, OH",Lewis Center, OH,Bed Bath and Beyond
146,There was an issue with the delivery and after several phone calls over the last 3 weeks I'm no further ahead with a resolve than I was when I first called. They say they are investigating the issue but they just confirmed that there is no investigation and that I'm out the money I paid for the items. It was an $85 lesson that now I see why the store is closing. I have plenty of other places to frequent. I guess they don't care because people still go and purchase overpriced merchandise.,1," April 26, 2019","Sauk City, WI",Sauk City, WI,Bed Bath and Beyond
147,"Today I received an email for membership renewal for over 31.00. I immediately called and asked to cancel. I was told I cannot cancel. I must have gone into my account and searched and found the one place to click Do Not Auto Renew. I had no idea I was even signed up for automatic renewal!!! I told customer service the membership was ""being processed"" so why can't I cancel now. He said I am forced to accept one more year and they will cancel next year. This is total BS!!!",1," April 25, 2019","Camptonville, CA",Camptonville, CA,Bed Bath and Beyond
148,"I ordered gift for my niece's wedding shower! It was ordered on the 12th of April, when I didn't receive it by the 20th I called the customer service number where I was told that a shipping label was made for FedEx but the item was never picked up! She then said they would express the item to me and that I would receive an email! Well I never got the email so on April 23rd I called customer service again where I was now told that they reordered it on the 21st and it would be at least 4 days before they would mail it! This is absolutely ridiculous! The shower is the 27th and at this point it looks like I won't have a gift to bring! I could have ordered something from China and got it sooner! I have also sent them text messages and email with no reply! They are very unreliable! And care nothing about customer service!",1," April 24, 2019","Littlefield, TX",Littlefield, TX,Bed Bath and Beyond
149,"We've been buying sheets from BB&B for many years. They change brands from time to time and currently we are buying Wamsutta sheets. This might be when we started having problems with the length and width but not 100% sure. We purchase Dream Zone 750 thread count PimaCot Sheet Sets and have had to take several back. The flat sheets currently show they should be 116"" W x 99"" L but use to show 102"". 102"" they're not but maybe they're 99"". ",1," April 8, 2019","Lubbock, TX",Lubbock, TX,Bed Bath and Beyond
150,"We visited a store in Edgewater NJ on April 2, 2019 to buy a part for coffee maker. Couldn’t find an assistant, it was 3pm, there was no customers in the store and finally when I found a salesperson and asked for help she said that they don’t sale the parts and we have to order it online and run away from us before we asked more questions. It was very rude and unprofessional...",1," April 4, 2019","Fort Lee, NJ",Fort Lee, NJ,Bed Bath and Beyond
151,"Too many shady activities by this company to go over all they pulled in recent years. They sold us a robotic vacuum that turned out to be used even though we bought a BRAND new one, for example. Their most recent poor service had a woman (Ebony) checking why an item that I was confirmed was coming was not even shipped days after the online sale. She said she would e-mail me back and follow through to get me an answer but never did.",1," March 27, 2019","Thornhill, ON",Thornhill, ON,Bed Bath and Beyond
152,"Today on March 18th, 2019 I bought Some Royal Danish cookies at the Arboretum, NC location. They’re on clearance and have been for quite some time (2) for $15.00 or $9.00 dollars each. There were only three left on the shelf so I took all three. When I got to the register, I told the cashier that these cookies are on clearance (2) for $15.00 or $9.00 each. I explained that there were only (3) tins left, so please can I have the third at $7.50? She said of course and began ringing me up. The first (2) rang up at $15.00 but the 3rd one rang up at $9.00 dollars. She did not know how to change it to $7.50 so she called over the manager. ",1," March 18, 2019","Waxhaw, NC",Waxhaw, NC,Bed Bath and Beyond
153,"I visit the Bed Bath & Beyond in Mays Landing, New Jersey yesterday for a pleasant shopping trip where I spent a few hundred dollars. My sister is the manager of Bed Bath & Beyond in Brooklyn, New York. I am on her shopping buddy pass so I get 20% off my entire purchase for the whole year because I am her friend and family. She use her discount anyway. As I tried to explain to the young lady to look me up or to allow me to call my sister so I can get the coupon she refused so I Use the coupons that I already had in my bag. She refused to use the ones that were bent. I asked if she can just simply type in the number. She reviews once. I alerted her that I was going to contact my sister and upper management. She then decided to tell me to come back with different people and then she will help.",1," March 13, 2019","Atlantic City, NJ",Atlantic City, NJ,Bed Bath and Beyond
154,"I ordered a bedding set online and after 4 days, the order was still being processed. I emailed customer service and got no answer. I even reached out to them on Twitter and they said that my order would be shipped from the manufacturer. The rep said he had reached out and asked them to contact him. Two days passed and I heard nothing. Now I have to start what I expect to be a long process to get my money back. I will NEVER order from here again. Out $400 and nothing to show for it.",1," March 12, 2019","New Orleans, LA",New Orleans, LA,Bed Bath and Beyond
155,"I have noticed little to no coupons mailed to me, after being bombarded with them for yrs. BB&B we got used to using your coupons and will not shop with you if you take away the reason for shopping with you!",1," March 6, 2019","Lynbrook, NY",Lynbrook, NY,Bed Bath and Beyond
156,Went into the Bed Bath and Beyond store in Tyler TX. I actually ran in to see if they had the color bedding and curtains I was wanting so I left my purse in the car but I took my wallet. As I walked through the store trying to make up my mind on which pair of curtains I wanted I saw a sales associate watching me as if I was going to steal something. The female ** associate walked by me a few more times not offering assistance but just keep a eye on me. I finally decided to go by the bathroom items just to see if she would follow. ,1," March 3, 2019","Tyler, TX",Tyler, TX,Bed Bath and Beyond
157,"We ordered a $500 treadmill online. We did not receive the treadmill nor any form of communication after the initial confirmation of the sale. When we called customer service, they had no answers about where our treadmill was. Instead of supporting us, they had US call 2 of their outsourced shipping companies and Icon Fitness, who makes the treadmill. Having bought this product through Bed Bath and Beyond, I never expected to work with 4 different companies' customer service departments to solve this mystery. We have spent countless hours on the phone. It has been a month since we bought the product and we have had no movement on this issue, including any form of compensation or refund.",1," March 1, 2019","Oak Park, IL",Oak Park, IL,Bed Bath and Beyond
