,Review,Stars,Dt,City/St,City,State,Retailer
320,I ordered a air conditioner unit online when I found out the apartments my company rented did not have air conditioning. I ordered on a Sunday. Arrival was estimated as Tuesday. Makes sense they talk about 2 day delivery. Except it wasn't 2 day delivery. They did not specify it would be a week from Tuesday. So in the meantime my roommate purchased 2 units. So when the unit arrived I returned it to the local Walmart. A week later I'm not seeing the $144 credit to my account. Now I'm being told because I made an online purchase with my debit card it will take 4 to 6 weeks to see the refund to my account!!?? Not happy!!,1," Sept. 17, 2019","Brockport, NY",Brockport, NY,Walmart
321,I bought sausage on 9/7 /2019 and the expiration / best use by date was 7/14/2019. The sausage was spoiled and dried out. Unfortunately I was so angry I took a picture of the expiration date and threw the sausage in the trash. I was travelling for work and and could not take the product back to the store. Why would Walmart still have food this old in the cooler.,1," Sept. 15, 2019","Montgomery, AL",Montgomery, AL,Walmart
322,"This all started Thursday when I attempted to buy some Uncle Ben's Rice. I went to your website and selected the item, I wanted to pick it up but the website would not permit me to order it. So I went into the store to see customer service. After waiting in line for 15 minutes, the supervisor told me that they could not place the order for me but it would have to be done on-line. I explained the nature of the problem I was encountering and handed him my cellphone. He was unable to place the order either. He said that the only way the order could be place was to speak to someone at Walmart.com. He gave me the telephone number and I waited through 4 separate menus before reaching someone in customer service.",1," Sept. 14, 2019","Austin, TX",Austin, TX,Walmart
323,I went online to the Walmart app and it showed they had a particular tv in stock at only 1 store in my area. I kept on checking throughout the night to make sure it was still in stock so I could go pick them up after work in the morning. This store showed they had limited stock and after clicking on the item it showed they had 3 in stock. I went into the store and asked an associate since it showed they had them in stock. He asked me to wait while he looked in the back and after about 15 minutes let me know he couldn't find any back there. I asked why if it showed they had 3 in stock and he told me they might have hidden them and that's why he couldn't find them. ,1," Sept. 11, 2019","Plano, TX",Plano, TX,Walmart
324,"Every time I visit Walmart, there are never enough cashiers. The lines at the 2 registers that are open are way too long. And self checkout is more of a hassle than anything. I'm not a Walmart employee, so why should I have to check out my own groceries and bag my own groceries? The employees are obviously there to keep the shelves stocked and have no idea what customer service means. I think that the upper management for Walmart are paid way too much for what they actually do for the company. I will never shop at Walmart again. Target and Kroger is, by far, the better choice.",1," Sept. 9, 2019","Sherwood, AR",Sherwood, AR,Walmart
325,"Walmart online shows items available for pickup but, after paying and waiting for confirmation Walmart sends me an email that the item is no longer available and that I need to wait a couple of days to pick up my items. This is not the first time this occurred to one of my orders. I am wondering if this is method of getting the customer to buy and then apply the delay? I wonder if it is happening to anyone else?",1," Sept. 3, 2019","Apo, AE",Apo, AE,Walmart
326,"I called the Walmart at Goldenrod Rd and Hoffner to check on my order and instead of getting my order they played musical telephone with me for a half hour then when the supervisor came to the phone she did not help me either. I then went to the store to complain at customer service. I was angry but not rude or abusive, they were very rude and very abusive saying that I said, ""You people"" and the ** customer service person went into a rage because she thought I was meaning something else. I meant the Customer service people not people in General. The other customer service person started calling the police because I complained. ",1," Aug. 29, 2019","Orlando , FL",Orlando , FL,Walmart
327,"There is a Large rollback sign on a big corrugated paper box on the store floor for the watermelons inside It. The sign read Rollback 3.99, was 4.48. I brought it and I was charged 4.48 instead. I brought it to the attention of CSM on duty. She is of the opinion that it is not her fault and had no intention to rectify it. Therefore, future customers will still be deceived with the wrong price. This is a deceived practice they are applying and it is not right. This kind of practice needed to be stopped. It is ok if they made an innocent mistake. But it is not. After they noted the mistake and intentionally not to correct it. For your information I told the CSM 13:50 today 8/17/19. You may check when they correct it.",1," Aug. 25, 2019","Pasadena, TX",Pasadena, TX,Walmart
328,"The low prices are NOT worth it! Save yourself the time and trouble. Worst company ever, trying to compete with Amazon unsuccessfully. Bad customer service, no control of orders, and FedEx is an even bigger nightmare. Never again.",1," Aug. 23, 2019","Dorchester Center, MA",Dorchester Center, MA,Walmart
329,"Unfortunately, I did not received the item and they asked me to get help from police. Not responsible. I most likely lost 550 dollar for adjustable bed and extended warranty. I think the item itself should be good if I receive that based on some reviews on Amazon.",1," Aug. 22, 2019","Sunnyvale, CA",Sunnyvale, CA,Walmart
330,"Walmart in Lebanon, Ohio: Usually can't find a decent shopping cart that isn't really noisy or pull to left or right of broken wheel. Everytime i go there the candy shelves are half empty and I'm lucky to find half the items I'm looking for in grocery section. Thank God for Amazon!",1," Aug. 21, 2019","Lebanon, OH",Lebanon, OH,Walmart
331,"When purchasing electronics, sales and/or cashiers do not disclose that laptops have only a 15 day window to exchange. No disclosure at all. I only wanted to exchange it as the screen dies in 29 days. They had stock of the exact same laptop.",1," Aug. 21, 2019","Fort Worth, TX",Fort Worth, TX,Walmart
332,"I try to make a order online and tried 3 times, all be cancelled. Email say not able to verify my payment. Finally I have connected a human customer. Without ask me any question to verify my ID, payment card. Ask me to to wait 72 hours. I do not know after 72 hours my ID will be verified? When we have phone call, why they do not ask me questions to finish this.",1," Aug. 20, 2019","Austin, TX",Austin, TX,Walmart
333,Went and got a cellphone then I after 2 weeks of use the device started freezing and crashing. Have it like that for a week hoping the phone would work with a software update but unfortunately it didn't. So went to the store to return it just to find out I only had 14 days to do it - something that I couldn't find in my receipt nor anyone in store told me about that policy. So then I try to use my 2 year product warranty just to find out that those 2 year warranty won't start until the 1 one year manufacturer warranty expires. So again why they don't tell that to the customers. Because why would I need a 2 year warranty having 1 whole year covered by manufacturer. ,1," Aug. 20, 2019","San Angelo, TX",San Angelo, TX,Walmart
334,"Worst online experience I've had. Ordered 3 trailer tires with wheels on rollback for $34 each. They arrive as just tires. After talking to 3 foreign people that just want to refund me instead of getting me the product I ordered I finally talk to someone helpful. He refunds me and tells me to order another set (he told me to order these exact ones) that is more expensive ($56 each) and they will cover the difference in cost since it was their fault. He said, ""go ahead and order them and call back with the reference number."" So I do that and after speaking with 3 more people that can't help me I get a rude woman who tells me they are not going to cover the cost difference and that he was wrong and she ""can't do anything to help me"" and won't even cancel my order.. Was also told a $25 gift card was going to added to my account by a woman on live chat because of the trouble I went through and that didn't happen either. Never again Walmart...",1," Aug. 20, 2019","Jacksonville, FL",Jacksonville, FL,Walmart
335,"I order online with Walmart.com with 2 days shipping. My order didn't come on time - late for 14 days, wow. If I were you don't order to Walmart.com and more thing Walmart is billion dollar company and can't train their customer service to be good customer service... Don't buy on Walmart.com.",1," Aug. 17, 2019","Southampton, NY",Southampton, NY,Walmart
336,"I ordered a couple of tops online which were to come by FedEx in a weeks time. The day they were to arrive, without warning I received an email stating they would try again the next day because of my security gate so I called Walmart whom spoke to the FedEx driver & gave him specific orders to CALL me when they arrive so I can come out and receive my package. I stayed home from work the next day waiting for a call and AGAIN received a email stating they would try again in 3 days. ",1," Aug. 16, 2019","Corona, CA",Corona, CA,Walmart
337,"I ordered one hour photo service. My credit card details were taken and the order was processed. I coordinated my day and spent over an hour of my time driving to and from Walmart and talking to the service desk at Walmart. This was only to find out that they never even had the ink to print the photos. They couldn't tell me when they would be able to print the photos either. I asked that they change my order to match what they would typically charge for prints that take longer and they told me they could not do this in the shop. I called Walmart.com and they first told me that I would need to get the discount applied in the store. Then they told me they would discount it, but to a higher than standard price! After getting the runaround, I asked that they cancel the purchase.",1," Aug. 13, 2019","Easton, PA",Easton, PA,Walmart
338,"I've ordered items in the past from Walmart.com and the shipping has been awesome. This time however was the worst. They packed almost EVERYTHING from my order in a HUGE box (the size of a small dryer). I'm talking, laundry products, food, toilet paper, etc. The laundry products were not sealed or put in plastic like they have been in the past. EVERYTHING leaked out of the large fabric softener bottler and some of the detergent bottle. It leaked all over everything in the box. ",1," Aug. 9, 2019","Lewes, DE",Lewes, DE,Walmart
339,"On July 30th I purchased a 60"" 4k smart tv from Walmart.com the app on my phone gave me tracking information and it was delivered to my local Walmart in Cameron, NC on Aug. 6th. I went to the store on Aug 7th as instructed to pick up my tv and BOOM I have a broken tv, broken boxes and looks like they put the tv through a shredder. So NOT only do they not give me another one but the store said they couldn't help me and would not assist me in any way. I called customer service and the rep on the phone actually laughed at me when I said you owe me a tv! I spoke with multiple people in every department for 2 hours and was told I could pick another tv out at the Cameron store and that was yesterday 8/8/19 and then another 2 hours fighting with Cameron Walmart and Walmart customer service rescinding on what they originally told me. ",1," Aug. 9, 2019","Vass, NC",Vass, NC,Walmart
340,"Be careful ordering anything online from Walmart. My experience was that they have many vendors they advertise in their pages for that they do not support but probably take a cut of their sales revenues for generating business for them. You think you're ordering from Walmart when you may be ordering from a place that Walmart does not stand behind. When you call Walmart's customer service they simply tell you it's not their order. It's pretty sad they say this when they advertise on Walmart's page. I am certain Walmart did not just allow these people to advertise for free. They should forewarn the unsuspecting public that, ""even though we advertise for these people on our site, we are not responsible for them."" I'm very disappointed and will try to stay away from Walmart forever!!!!",1," Aug. 7, 2019","Los Angeles, CA",Los Angeles, CA,Walmart
341,"I ordered online and did not realize the return policy was so onerous. To return you must pay 15% or 20% restock fee. I tried going to the Corpus Christi Tx Staples store to get a label as indicated to me, and they did not have any. They are not nearly as user friendly as Amazon or eBay.",1," Aug. 6, 2019","Corpus Christi, TX",Corpus Christi, TX,Walmart
342,"I purchased a Vivitar Aeroview Drone for my husband's birthday. Ten days later as he was assembling it he noticed damage on the backside. There were dents and the camera prawns were bent downward. He immediately attempted to exchange it. The assistant manager stated that the price had gone up and that she would not exchange it unless I paid another 40 dollars. The extra cost was not an issue, the principle is.",1," Aug. 6, 2019","Eagle, ID",Eagle, ID,Walmart
343,"I have done online shopping with Walmart 4 times and really liked it. The people and very nice and friendly. Today I started to place my order and almost half the stuff I wanted said in store only purchase. I had to go to Fry's online shopping and was able to get everything on my list. I was willing to pay the almost $5.00 fee that Fry's charges, even though Walmart is free. I don't know why Walmart makes you come into the store for some products. Some of the items I had were cold or refrigerated, but Fry's was able to fill my order. Walmart will have to step up if they want to keep my business.",1," Aug. 1, 2019","Casa Grande, AZ",Casa Grande, AZ,Walmart
344,"If you have a Synchrony Walmart credit card, brace yourself. Your interest rate with Synchrony is 6.99%. Effective mid-October they signed a new contract with Capital One to manage their credit cards. Interest rate... wait... 25.15%. And this new contract is with the company who had the worst data breach in history in the last 12 months. Something tells me Walmart will be losing a lot of business, as will Sam's. Another large corporations putting the screws to American customers.",1," July 31, 2019","Peoria, IL",Peoria, IL,Walmart
345,"What a horrible experience! I ordered some Fruit of the Loom ladies underwear and received 2 packages of pants mislabeled as Fruit of the Loom underwear. When I called customer service, they said they could only refund the cost of the items, not the shipping or tax charges, even though it was their error. In addition there was no return slip in the package. So I argued back, what kind of a business makes an error and still charges their customers for the shipping and tax. So the guy went back and said I was getting a full refund and to check my email. Well I received a refund for $6.41! The total cost was $34.19. ",1," July 30, 2019","Asheville, NC",Asheville, NC,Walmart
346,Purchased online dvd - Father of the Bride. Delivered broken and was told to return by mail which I did. Lousy customer service. Back and forth from claims I never paid for it but it was on my credit card statement. Never got credit nor a replacement. After 8 months I gave up. Buyer beware! I would give zero stars if I could.,1," July 28, 2019","Clear Lake, MN",Clear Lake, MN,Walmart
347,"Purchased a Raisin Bran Cereal, which had the label ''Great Quality...Guaranteed..and If for any reason you aren't happy, we'll replace it or return your money. All you need is the package. It's that simple. Guaranteed."" I consumed more than half of it, but was not happy with the product. I went back to return it, taking just the package, as was written on the label. But the customer service was not aware of the guaranteed label, nor they returned, saying they can't take back the the empty package. So the label, is kind of a scam. please don't trust it. Thank you.",1," July 28, 2019","Indianapolis, IN",Indianapolis, IN,Walmart
348,"I shopped at Walmart located in Geneseo, NY on March 7th. The time was around 9:40 pm and I was at self-scanning area. I was buying a portable battery for my cell phone and I had problem with the scanning machine as it wouldn't let me pay for the item. So I wanted to delete the item from the machine and I wanted to scan my item at different machine. So I called the employee (she was wearing a glasses) who was working at the self scanning area at that time. As she was walking toward me, i told her i want to use different machine and she literally screamed ""WHAT????"" as if she was a mother who was super angry at her kid. There was other customers right next to me and they also stared at her.",1," July 26, 2019","Geneseo, NY",Geneseo, NY,Walmart
349,"Assistant manager Brian evening shift is racist. He claims he is not here is the situation. I applied for Walmart credit card and was approved and given a temporary card number to be used in store. With comes the instructions for how the cashier rings it up since the cashier doesn't know how to clearly read the instructions. A scene was made where several workers was there all looking at the printed page with all the information on it. Then Brian asst mgr comes over, looks at me Hispanic, my friend ** and without finding out what's going on says, ""do you have I.D."" which I provided but went in to tell him that was racist. ",1," July 22, 2019","Deltona, FL",Deltona, FL,Walmart
350,"After being about 3 hours online I decided to apply for the credit card since they offered me $25 dollars. Once I applied when I was checking out I was asked for the security 3 numbers from the back of my plastic, which obviously hasn't arrive yet. Many calls to the 1-800 and no one could helped me. Now I'm with an inquiry in my credit score, I haven't purchased my stuff and I have to wait for the plastic to arrive. You are doing it wrong WALMART, it's all about service, no wonder why eBay and Amazon are leading nowadays.",1," July 21, 2019","El Paso, TX",El Paso, TX,Walmart
351,"My order #Order ** for an exercise bike. I went to Walmart.com and CLICK return the item (unopened since I bought the wrong item). I was given an instruction to return the item to the store so I printed it and also called the customer service if I can return the item to the store and they confirmed that I can return to the store. I paid $100 for a truck to take my package to Walmart store and when I tried to return the item Walmart the store refused to take it. I finally shipped it to the Walmart Returns and they received it on July 5. And, it's July 17 and they have not refunded my money. Walmart Online has very poor return management and customer service are not properly educated to handle calls or complains.",1," July 17, 2019","North Hills, CA",North Hills, CA,Walmart
352,Put the wrong size tires on my car caused damage. Walmart does not fix it mistakes they just take from the customer. Do not use the Auto center. The Walmart is in Batavia New York. Management lie as if Walmart really care for his customers. They denied all wrongdoing and close the case without a real investigation.,1," July 14, 2019","Rochester, NY",Rochester, NY,Walmart
353,Walmart needs to stop hiding the negative reviews on their website. For some time now I have noticed that there are very few or 0 negative reviews on most products on Walmart's website. If the product is bad enough that you have to hide the negative reviews find another Product to sell. Stop trying to sell us junk and then give us a hard time when we want to return it.,1," July 13, 2019","Herod, IL",Herod, IL,Walmart
354,"Went to the Walmart in Camden SC. Need two tires nothing extra. Called. Was told tire was 70 a piece. Go cheapest they have is 80 a piece. I need two mounted on front. she says, ""that will be 212.00."" Last I checked 80 + 80 = 160 so I get charged 52.00 for tire removal and tax plus she adds lifetime rotation that she says is mandatory. I call this BS. If it’s mandatory it should be included in price.",1," July 13, 2019","Lugoff, SC",Lugoff, SC,Walmart
355,"My son went to Houston for his Medical School and I ordered several items (bed, bed frame, box spring, printer etc.) for pick up from Rice Avenue store, so that I can set up his room. The items came and we had 7 days notice for pick-up. Unfortunately, we knew it would be 8 days before we reached Houston. Therefore, I called the store pick-up clerk and Walmart.com and got the promise that they will hold my items for 8 days. When I went on 8th day, I was surprised that the items had been canceled and were not available for pick-up. Apparently, they were still in the back of the store. The clerk told me that they cannot sell it to me and they will return them to Walmart.com. I was asked to reorder and pick up after 5 days. What a stupid policy. This was so frustrating and ridiculous. I will never order anything from Walmart.com.",1," July 13, 2019","Amarillo, TX",Amarillo, TX,Walmart
356,"On 7/11/19, cashier Patricia in New Braunfels TX refused to sell me (a 54 year old woman) a video game (Skyrim) rated 17+ because it was for my 16 year old daughter, stating it was her right to make such a judgment call. The customer service manager had no such issue with selling it to me, but never apologized for Patricia's rudeness nor for the scene she caused by arguing with me for the entire 15 minutes this transaction took. In speaking with others about this situation, it became apparent that this woman regularly refuses to sell video games, alcohol, and tobacco to adults, whether they are accompanied by a minor or not. Since there have clearly been so many complaints, this is not only a training issue, but a general management issue.",1," July 12, 2019","New Braunfels, TX",New Braunfels, TX,Walmart
357,I have used Frontline Plus for many years on my dogs that are about 15 pounds. Up until last year I have recommended the product to everyone I know. Last year I bought a larger package and it didn't work at all. This year I bought a 3 dose package thinking maybe the larger package had something to do with it. It is like the fleas love it now and my poor baby is worse off than he was before I put it on him. Before within a day or two at the most my pets were feeling much better and if I did a good job of dosing them monthly they did not ever have fleas. I have dosed my pet twice in the last 3 weeks and he is just miserable. I am looking for a new product. I feel bad that I had to put where I bought this as the place does not seem to make a difference.,1," July 11, 2019","Bigfoot, TX",Bigfoot, TX,Walmart
358,The store manager at 01928 is allowing semi trucks to park in front of the only area of the store where there are houses overnight and engines running. How rude can a company be! Mind you Walmart built their store in our neighborhood we did not build our homes around the store.,1," July 7, 2019","Flint, MI",Flint, MI,Walmart
359,Thank you Walmart for having convenience of many products in one location. Many are becoming very annoyed with self-checkout services. I like the convenience of having someone scan my items after I have spent more than an hour walking around putting them in the cart. It's time consuming to have to wait for an attendant to come and assist when there is an item that needs to removed or verified. Please consider adding more cashiers back to your lanes and reducing self-checkout lanes.,1," July 7, 2019","Daytona Beach, FL",Daytona Beach, FL,Walmart
360,"Bought a 43 inch Sceptre tv with a 2 day delivery. It arrived 3 days later and stopped working the next day. Walmart online promised me the replacement would be here with in 3 days, then later they moved it to 5 days. I called them up and they said well that 3 days was only an estimate, then they was extremely difficult to work with and would not put a supervisor on. I don't think I will buy anything from Walmart online again, 'cause you can not take it back to the store or ask for a store replacement. All you can do is wait on them to take forever to resolve the issues. They give you employee names like JB or JC so that when you call back and say JC told me it would be here in 3 days they don't know who JC is and it is not their fault she gave me bad info. They sold me a broken tv then keep changing the dates when it will arrive. And tell me a supervisor will call me back maybe in 24 hrs.",1," July 2, 2019","Beach City, OH",Beach City, OH,Walmart
361,"Walmart Store #3406 15221 Montfort Co - Manager spend so much time hiding in back office while consumer are getting sick not knowing the beer they just purchase had raw bloody ground turkey sitting on top of it. Two weeks ago there was package in the same area with raw chicken wings. When pointed out to the co-manager I was told it wasn't her department removing the raw meat, tossing it in the meat bunker and never remove ring the beverage to be clean or taken it to be disposed of. The wing had been like that for two days, all the while Ben E Keith and Andre employees restock and some took photo of items they restocked but never removing or reporting about that package probably knowing the ** or ** would get upset if they came to the manager office to report this. ",1," July 1, 2019","Dallas, TX",Dallas, TX,Walmart
362,"I purchased three Secret Treasures bras from Walmart and since wearing them, I have has three cellulitis under my right breast and one cellulitis under my left breast. I've never had cellulitis in the breast area until I purchased the three Secret Treasure bras. Typically I purchase cotton bras but since I was under a tight budget (owed over $2000 in taxes), I had to buy the cheapest bra Wal-Mart had. Well, you get what you paid for and when you buy cheap garbage from Wal-Mart then you'll likely pay the price for buying cheap junk from China.",1," June 30, 2019","Lemont, PA",Lemont, PA,Walmart
363,"American made, low prices, pleasant greeters? No more! Today, I went and bought 5 items from them. The clerk was unbelievably rude. I set all items on counter and requested all items bagged up so I wouldn't need, to wait in line, to be scanned by the check-out-cops. Clerk insisted, she couldn't bag 1 item (a small cheap bag of potting soil) The Walmart cop scanned & re-scanned that unbagged item, repeatedly. Until embarrassed, I stated, ""I'm not a thief"". Walmart cop allowed me to leave store. ",1," June 28, 2019","Bradford, PA",Bradford, PA,Walmart
364,"What was already a mostly negative view of Walmart and its policies has turned into downright hatred of the company and its management. Without any prior warning to the community they rolled out both facial recognition and entrance turnstiles overnight at all of the Walmart's near my location (Atchison, Mid-2019). When I asked a manager why they did this, he stated it was to combat theft. When I expressed my disapproval with what happened and how it happened he stated that, ""I must be one of the people we are combating. Because, if you didn't have anything to hide you would approve of this.""... Seriously!? Whelp, Walmart. If that's the way you feel, I will gladly SPEND MY MONEY ELSEWHERE.",1," June 28, 2019","Atchison, KS",Atchison, KS,Walmart
365,"I want to use the phone devices like wallet, Google pay without using g chip or cards which they don't have it and they need to upgrades the cashier device. Which way phone device. With QR code would not do any good.",1," June 28, 2019","San Diego, CA",San Diego, CA,Walmart
366,Tried 6 times to send money to my daughter in desperate need. Cannot create profile...page goes blank... error after error after error! 7th time I'm done with the company and the website! What a crock! Multibillion dollar company and can't update the site to work? Really????,1," June 25, 2019","Tucson, AZ",Tucson, AZ,Walmart
367,"I experienced a very bad customer service with the Electronics department at Walmart. I paid $47 to buy the 6GB with unlimited talk and text ""total wireless"" sim card. The employee at the Electronics told me that he can't help me to activate the sim card and that if I could not activate it, I can return it within 30 days and get a refund. I tried to activate it online and by calling customer service but the activation did not work, I went back to Walmart the next day to return the sim card and get reimbursed as I was told the night before. ",1," June 24, 2019","West Babylon, NY",West Babylon, NY,Walmart
368,I ordered two items to be delivered to the store for pickup. A week lied or I get an email that one of the items showed up. The other two is still coming but that I needed to pick up my partial order within the next 7 days. Why would I want to make two trips to pick up one order? After the 7 days expired I had never received notification of the second item arrive so I called Walmart customer service. Apparently both items arrived but one was never scanned in and they were both at the store for pickup. I asked customer service to call the store to verify that I would both be available since one had not been stand in. I didn't want to waste a trip. Customer service cannot contact their own store at 11:00 a.m. After 10 minutes she said the store must be closed. 11:00 a.m. on a Saturday morning the store is open just not taking calls apparently. Should have never tried shopping without Amazon apparently.,1," June 22, 2019","Columbus, OH",Columbus, OH,Walmart
369,"I am so disappointed in my experience with Walmart online shopping. I recently order two items, Cuisinart knives and Heart Perfume. I received the knives just fine but have yet to receive the perfume. I went through the tracking process and found out the name of the company that was to have delivered the perfume. The tracking information claims that the perfume was delivered. When I emailed the company in question with my tracking information they told me in two separate email responses that they have never received my order at all.",1," June 21, 2019","San Diego, CA",San Diego, CA,Walmart
370,"Ordered from Walmart online 3 bicycle seats. Received all 3 individually boxed in a damaged box. Discovered only 1 would fit on 1 of our 3 bikes. Upon returning the 2 (in unopened individual boxes) at the store we were told we had to have the original box that the 3 came in. Please note we had our receipt for the return and when ordering it stated that any returns could be made directly at the store. What a hassle and going home to repack the 2 in a box and standing in line again. They finally accepted them for return. The attitude of the employees was much to be desired. The credit for said items are to be received within 2 billing cycles of our card. This happened at store #2177 in San Diego, CA on 6/11/19. Needless to say we are a very unhappy Walmart shoppers!! BEWARE OF PURCHASING ANYTHING ONLINE FROM WALMART!!",1," June 21, 2019","San Diego, CA",San Diego, CA,Walmart
371,"Item was delayed by several days, and Walmart, in their infinite wisdom, still elected to ship it ground! No phone call or email asking if I would be willing to pay extra for shipping. Nothing! And, after I complained, I was offered $10 to shut up! I don't care about the money, I need this for a child's party.",1," June 19, 2019","Murrieta, CA",Murrieta, CA,Walmart
372,"Every time I have a delivery from Walmart, I can be assured the box is opened partly. Not sure why they do this, but it seems rather deliberate. If it is a package from Walmart through FedEx, I can be guaranteed that someone would have cut the tape and/or the box is open. Is there a legal perspective to companies opening the packages of individuals?",1," June 15, 2019","Zumbrota, MN",Zumbrota, MN,Walmart
373,"THE WORST MOST UNINFORMED CONFUSED AND POORLY TRAINED AND SUPERV. In a nutshell, the facts the regional grocery center tell customers is often plain wrong, which mixes up and disrupts any hope of you getting your food delivered to your home. I spent hours today on the phone trying to get them to fix the delivery address, they got it all wrong. More mess all day with them. Gave up and called Kroger. What a time waster!",1," June 13, 2019","Dallas, TX",Dallas, TX,Walmart
374,"Today, Tuesday 11 June 2019 around 7 pm. I just find out the Walmart employees here especially the returns were little racist and discriminating. I went to return a faulty canopy tent and the returns department advised me that, I cannot return the camping equipments but only exchange it. There was a dark coloured lady in front of me with a similar tent and I saw them advising the same thing. I went and came up with the same item and was in the line and saw the returns people exchanging the canopy tent with money of the same woman who was denied before, who now was with her mother. I then talked with the returns people about the return just happened in front of my eyes and they now told us the returns was possible because the item was not used. How can a policy change of only exchange changed with returns with cash all of a sudden. This is ** and discriminating behaviour.",1," June 12, 2019","San Leandro, CA",San Leandro, CA,Walmart
375,"Suffern Walmart. Stay clear of the Suffern Walmart, attempted to return merchandise that was gifted at a baby shower. 70 people attended, receipts were misplaced. Asst Manager (Suelo) has the nastiest personality I have ever encountered. Refused to take back/or exchange a baby monitor after she realized the price ($125) but would give a credit for $75 worth of clothes. The return policy states any return without a receipt over $25 will be issued a store credit with govt ID. Stick to Amazon and Target, better customer service and better return policy. 20 years of Walmart shopping has come to an end. I repeat AMAZON TARGET AMAZON TARGET AMAZON TARGET!!!!",1," June 8, 2019","Yonkers, NY",Yonkers, NY,Walmart
376,"I went in early to Walmart on Cabela drive in Indiana and there was no donuts available for purchase. The area in the front with nuts was very empty and a lot of empty boxes but plenty of employees walking around talking loudly. The main reason why I write this review is because when I went to go to place my items on the conveyor belt there was a box of stock placed on the edge making it difficult for me to place my items there. Unfortunately the ""stocker girl"" didnt care to notice so I handed the box of stock to her so I can place the rest of my items on the belt for purchase.",1," June 5, 2019","Oak Lawn, IL",Oak Lawn, IL,Walmart
377,I'm tired of going to Walmart especially the one at Chattanooga. They always over top of you like you're stealing something.. I dont need to steal anything. They do it mostly to **. I will not be shopping there at all anymore. I also others talking among themselves also.. Walmart use to be my favorite.,1," June 5, 2019","Richmond, VA",Richmond, VA,Walmart
378,I bought a large children's play yard from Walmart.com and the item was defective. Since I bought online they would not allow me to return it in store. I hadn't kept the box & was told this was fine; and to wrap it in plastic with return label by their online customer service associate. The associate made a FedEx pick up for me but they never showed. I called FedEx and was told my item would NOT be picked up unless it was boxed and the Walmart associate had lied. ,1," June 2, 2019","Chandler, AZ",Chandler, AZ,Walmart
379,WOW... No surprise to see the 1.2* rating for Sameday Worldwide. Bought a spa cover from Walmart on 5/18. Was picked up by Sameday Wolrdwide on 5/21 and guess what... It's 5/31 and nothing has arrived yet. I've called 4 times this week and all they can tell me is the same info as the tracking page. No one able to tell me where my package is?!?! I called earlier today and was told they would send a message to the Toronto & Montreal depot and guess again... NO NEWS. ,1," May 31, 2019","Sainte-Adele, QC",Sainte-Adele, QC,Walmart
380,"While I was ill I ordered groceries on-line that I picked up at a Drive-in Walmart, the next day. They put my order into the back of my car, and when I got home, I found my previous order had been duplicated and added to that current order; an additional $66.36 in merchandise and groceries I did not need. I returned to the drive-in pick up store, where I just got my order, but they would not take it back and told me to go to a regular Walmart store. I went to 2 of them and neither would take the groceries and merchandise back. All this while I was trying to recover from a recent concussion! I REALLY had a headache after all that.",1," May 29, 2019","Denver, CO",Denver, CO,Walmart
381,"So I go to Walmart in Brick NJ only to be discriminated against because I’m **. Really??? I was told by employees there that the Hasidics were citizens and they couldn’t ask them to move away from the laptops they were playing on. Meanwhile I’m a paying customer. So wtf, I’m not a damn citizen??!! So lo and behold, they didn’t get my sale today nor will they ever get it again!!! Please share, I really want everyone to know what this world is coming to. Thanks.",1," May 28, 2019","Brick, NJ",Brick, NJ,Walmart
382,"I very rarely write a review unless I feel a company like Walmart is making unacceptable, poor decisions. Walmart’s new policy to try and check every person receipt as they exit is completely ridiculous. Do you really think you're controlling shrinkage with this ineffective and unnecessary method. All you are doing is causing your good customers to shop elsewhere. I easily spend $15k/yr at Walmart stores on business and personal goods. I’m in your stores more than I care to share and now I’m going to grocery stores, Target and other retail outlets just to avoid the recur checking nonsense. ",1," May 28, 2019","Edinboro, PA",Edinboro, PA,Walmart
383,I didn’t receive any flowers! Where are my flowers? How could this have happened? I hope you respond to my experience because it is troubling not to receive your flowers on Mother’s Day. My final thoughts!,1," May 27, 2019","Md, MD",Md, MD,Walmart
384,"Unfortunately, we have Walmart. I am 99.9% dissatisfied with customer service here. From asking employees where I can find an item and a great reply of ""I don't know"". I had a time where I was at subway and a Walmart employee cut in front of me and said ""I am On my lunch break"" in the past. Some of the finer moments. Tonight was special though. I went to customer service tonight and brought a box of diapers and two bags of diapers and told the Mary Ann that I would like to exchange these. She replies, ""Well you need to go get the diapers for me to do the exchange. No problem."" I ask how much it comes to. She replies ""about 49 something plus tax"". I reply ""Can I have an exact number"". She said $50. I said ""Is that an exact"", she replies ""plus tax"". I ask ""Can I please just have an exact number"". Annoyed she pulls out a calculator and tells me ""$49.67"". As I am walking away she says ""and plus tax"". ",1," May 26, 2019","Dunkirk, NY",Dunkirk, NY,Walmart
385,I have a Walmart credit card. It had a limit of $2580. I had this account for many years. It has always been on autopay and I have never been late or missed a payment. I usually made an additional payment also to pay the balance down as much as I could. I recently paid off the balance on the card because I am working on getting my debt down to prepare for retirement. When I paid the card off they dropped my credit limit to $100. That is ridiculous. I have been a perfect customer for years and they repay me by dropping my credit limit and damaging my credit report. And there is nothing I can do about it! So beware. Paying off your Synchrony accounts will do more damage than good!,1," May 25, 2019","Plaquemine, LA",Plaquemine, LA,Walmart
