,Review,Stars,Dt,City/St,City,State
100,"My favorite store! It's an addiction really, it's a fun shopping experience where you can buy pretty much any product you need. Lots of beautiful unique home decor as well. I go to target for all my shopping needs.",1," Feb. 19, 2020","Bel Air, MD",Bel Air, MD
101,I love Target because they always have variety of natural hair products from different companies to choose from and their prices are reasonable. I usually check Target online which shows me whether or not they have the item in stock at the store before I actually go to the store to buy the item.,1," Feb. 19, 2020","Cincinnati, Ohio",Cincinnati, Ohio
102,"Where I live, Hawaii, we have limited access to goods. Target seems to have the best selection and is the most receptive to customers. They do their best to address problems and to keep shelves stocked.",1," Feb. 18, 2020","Williamsburg, VA",Williamsburg, VA
103,I find Target about third on my list of stores to shop in. Meijer's is my first choice followed by Walmart. Seem to have much better products and prices. The atmosphere seems better for shopping while the two aforementioned are much busier at least in my hometown.,1," Feb. 18, 2020","Weidman, MI",Weidman, MI
104,I really find Target's order pick up very convenient when I need it. The vegetables I get at Target are delicious. I have gotten great deals on large technology purchases. The product choices are great. It is always so clean. Target is my total go-to store.,1," Feb. 18, 2020","Tampa, FL",Tampa, FL
105,"I love the online/store pick up feature and use it all the time. It's so nice to order and pick up without going in the store! And the team members that bring it to your car are so pleasant. So are the checkers inside, unlike other retail stores.",1," Feb. 18, 2020","Little Rock, AR",Little Rock, AR
106,Love shopping in Target!! It’s got great products and the atmosphere and layout is wonderful.. I usually stop at the Starbucks in the store before shopping... They have great exercise clothes and also beauty and cosmetics. The pet area is stocked well and the home essentials are great too!! Love Target for everything!!!,1," Feb. 18, 2020","Oldsmar, FL",Oldsmar, FL
107,"There is always someone available to help you, willing to show you where things. Their quality is so much better than their competitors. Great selection of items. Ease of finding items and if necessary easy return policy.",1," Feb. 18, 2020","Benson, Arizona",Benson, Arizona
108,"Compared to their immediate competitors the quality of the merchandise as well as the overall selection is better, including being more current, & more hip. Plus Target seems to always be better staffed, especially during checkout. I truly respect Target's evolution over the years.",1," Feb. 18, 2020","Napa, CA",Napa, CA
109,"The Target store in my review is located in Port Orange, Fl., other stores may be different. This store in general is clean, the restrooms, the register area, all are clean and organized. The customer service desk is prompt and pleasant at taking care of the customers. They have a good selection of merchandise in most departments. Grocery prices are about the middle range of prices in the area. Clothes and shoes are acceptable, as is the kid's section. The home decor has stylish lines. The parking lot is ample, with a lot of accessible spots. This store does not have a garden center.",1," Feb. 18, 2020","Port Orange, FL",Port Orange, FL
110,"I love going to Target. It does have a variety, the only problem is: there is not a variety, certain items are good but overpriced. Looking for help on weekends is very annoying, have to go hunting down a representative. Petite sizes are a minimum, and not many clothing items to choose from. In houseware prices are 8 to 12 dollars more expensive or higher.",1," Feb. 17, 2020","Mena, Arkansas",Mena, Arkansas
111,"This store is clean, very well laid out with friendly and helpful staff members. They treat their employees well and it shows through customer service. No matter which state I am traveling in; the same experience and quality is universal. It is my go-to store.",1," Feb. 17, 2020","Saint Petersburg, FL",Saint Petersburg, FL
112,"The Target store I go into is always clean, the associates are friendly and helpful. Their prices are a little higher than WalMart but that does not concern me, it may others if they are on fixed income. Target needs a better selections on many of their items, but I like shopping there.",1," Feb. 17, 2020","Bristol, Tennessee",Bristol, Tennessee
113,I like Target because they offer such a big variety in items I need. Prices aren't always the cheapest but it's much better than having to go inside a Walmart. The clothing items are a fairly good value when on sale and I like what they have to offer for kids and women.,1," Feb. 17, 2020","Las Vegas, NV",Las Vegas, NV
114,We love Target. Great deals and weekly specials. We can always find what we're looking for and if we ever have a problem they are quick to resolve. We've purchased everything from televisions to string cheese. The selection is awesome.,1," Feb. 17, 2020","Sicklerville, NJ",Sicklerville, NJ
115,"Target is my go-to store when I am seeking a household item of good quality at a reasonable price. The selection is decent, the quality good or better, and the prices within reason. The stores are generally well-maintained and the employees always helpful.",1," Feb. 17, 2020","Sedalia, CO",Sedalia, CO
116,"Store is adding more organic produce. Their strawberries and lettuce are better than some of the higher prices grocery stores. They are one of the few stores that carry the jumbo toilet paper rolls. I like quality produce, home goods and exercise clothing in one convenient store.",1," Feb. 17, 2020","Wauwatosa, WI",Wauwatosa, WI
117,"No store can have it all but Target comes pretty close. I wish they carried some basic sewing materials, elastic, thread, needles. If I know Target doesn't carry it, that's when I'll go to WalMart - only because of the 1stop shopping. I love that Target carries its own brand not to mention giving back to the community. I also like that you get $$$ off if using your red card, whether it's a debit or credit card. Also, specials throughout the store w/ the ""circle"" app - used to be cartwheel. Target will also price match & give a price adjustment if an item you purchased goes on sale. Just another way Target helps me save $$$. I'm a definite Target shopper & fan!",1," Feb. 17, 2020","Brookyln Park, Minnesota",Brookyln Park, Minnesota
118,"Target stores have some of the best prices on items I use every day. There are several store locations in my driving area and if one store is out of something,  customer service will call neighboring locations to check their stock. I can ALWAYS find something I need or want. Never leave a store without something in my basket!",1," Feb. 16, 2020","Sacramento, CA",Sacramento, CA
119,The Target App is the best thing ever. This has saved me time and lots of money. They have great deals and discounts. The staff is very helpful and very pleasant. I have recommended to several friends and they also now use the app. It’s a true time saver.,1," Feb. 16, 2020","Marietta, Georgia",Marietta, Georgia
120,The store is a great place to shop especially when they have a sale. The salespeople are nice and helpful. If you cannot find an item there is someone around to help you find it. I love it when the items on sale are still available when you get there.,1," Feb. 16, 2020","Aiken, South Carolina",Aiken, South Carolina
121,Love Target. I always find something thing that fits me. I'm small and it's hard to find things that fit and that I like. Great prices too. The one I shop also has a CSV pharmacy....I love the men's section as well.,1," Feb. 16, 2020","Tulsa, Oklahoma",Tulsa, Oklahoma
122,"I’m rating Target because it is by far the store where I shop the most at. I would honestly say that I go to Target at least 3-4 times a week. It helps that they are right up the block from however if it weren’t for the fact that they have absolutely everything and I do mean everything from milk to furniture to small tool sets I have probably purchased something from each department at least 25 times in the past year. Their quality of product is great. Their service is great. I really like the cloth they recently started selling. Appliances, you name they have. If there was one store that I know for a fact I would and have already recommended to people. It would be target. Sometimes I go in there just to see what they have and someway somehow there’s always something that I need. So in conclusion target is by far the best retail store in my book by a long long way.",1," Feb. 16, 2020","College Point, NY",College Point, NY
123,Target has a quality at a low price that no other store can give. I always go there when I want the best in beauty and health products but also for clothing and shoes. The breadth of items in the store surpasses any other store out there. This is my first-go-to store for anything I need.,1," Feb. 16, 2020","Princeton, NJ",Princeton, NJ
124,"I really love Target Stores because the store is always clean, never crowded, I can always find what I’m looking for without any problems. The prices are reasonable, the atmosphere is great with smiling and helpful employees. I love the variety of different things in Target, I can come in and buy everything I need within one trip. The value of whatever I’m buying is definitely with the price, so I don’t have a problem spending a few extra dollars. Sometimes I will make trip to Target with no particular item in mind to buy but sure enough but the time I step in there my basket is half full. That’s how much I love Target!",1," Feb. 16, 2020","Houston, Texas",Houston, Texas
125,"Reminds me of the old Kmarts. Kind of dingy, poor selection. No values, you only go here if you can’t get it elsewhere. You will also pay way more for it than you should have to. Surprised they are still in business.",1," Feb. 16, 2020","Elkhart Lake, WI",Elkhart Lake, WI
126,Target is the place to shop for many great items that you need on a daily basis. I find that their selection is competitive with other similar stores in the area. I love that their items are online making it easier to shop and pick up. An extra bonus is the online pick up is close to the door unlike some stores which make you walk to the back of the store.,1," Feb. 15, 2020","North Royalton, OH",North Royalton, OH
127,"Love our Target store, prices are always less than other comparable stores, with self-checkout very seldom have to wait in line. My prescriptions are filled there and they also are cheaper than other places. Clean store and frequently sit for a cup of coffee. A bonus is it's close to home.",1," Feb. 15, 2020","Wyoming, MI",Wyoming, MI
128,"Prices on most items are reasonably. Decor, home items, etc are trendy and current. Selection is great and the quality of even their store brand is usually good.  Groceries (most people wouldn't use this as their main grocery source anyway) and some home decor items (like some of the furniture, faux plants, etc) are overpriced. Store is always clean and well maintained. Everyone loves Target.",1," Feb. 15, 2020","Charleston, SC",Charleston, SC
129,"Great customer service, clean. Parking is very safe and handicap accessible. My mom is handicap so the parking is set up to help that. Bathrooms clean, cashier checkout is fast. They always a great variety of products.",1," Feb. 15, 2020","Monroe, LO",Monroe, LO
130,"Ordered Christmas gift for my son on Dec. 16, first pick up was delayed until Dec 24th, checked tracking status on Dec 24th. Item was at my local store but according to employees they didn't have enough manpower or equipment to find my order, even though the ordered stated it would be available Dec. 24th. Manager gave me a gift card for amount paid and sent me to another target that supposedly had the item in stock, of course I get to this other Target and the item is sold out. So now the main gift that my son wanted for Christmas will not be there and the purpose of ordering online is to prevent all the frustration, crowds, and running around which I ended up doing anyway with no prevail. Don't offer a service if your company/stores are not prepared to handle the volume of orders.",1," Dec. 25, 2018","Roselle, NJ",Roselle, NJ
131,"Online order was empty box as postman noted a huge RIP in the side. He made digital notes, I took pics. Contacted Target through email. Nothing 10 days later. Crickets. Called CS. Woman supposedly sent request for refund. We will see. Nothing to date. Awful experience and lack of human intervention. Sad. Sears went down this same path.",1," Dec. 25, 2018","Jefferson City, MO",Jefferson City, MO
132,"The last 2 times I have ordered, it says the item is available and when you pay with your card, you get a confirmation of the order. And Then I get a second email stating item is unavailable, same with pick up orders. You get there to pick up your item, and it's not there. I am done with Target.",1," Dec. 22, 2018","Toledo, OH",Toledo, OH
133,I placed an order for a toy (Scruff A Luvs) that was in stock both online and in store. The reason I state this is so that low stock cannot be used as a reason for them not having shipped it. I placed the order on 12/13/2018 - they originally stated it would be delivered 12/17/2018... never arrived. They keep changing the date - now today they state it will be delivered 12/27/2018. Unacceptable. It's in stock in stores! Why can't they just ship the item?! It won't even allow me to cancel the order! RIDICULOUS! On the phone attempting to get a person to speak to - wait time approx 10 mins... 20 mins so far... TERRIBLE. NEVER AGAIN.,1," Dec. 22, 2018","Greenwood Lake, NY",Greenwood Lake, NY
134,"I just got hung up by customer service supervisor named Imani or Amani. She said she’s the only one and no one else can help me on that level or higher! She refused to transfer me to someone else and hung up me while I was still talking. She was the 3rd person I spoke to (1 hour 10 minute phone call) and still knew nothing. Three different people and three different stories. Very unprofessional. Ordered a Christmas gift (Nerf Gun) with two day delivery. I’m on day 10 and order isn’t due now till after Christmas. I asked about picking it up from a local store instead but I would have to pay twice since now they can’t cancel the order. I think Target needs to hire someone other Amani to help with these issues. It seems ludicrous one person can do the job, a person who doesn’t know how to deal with customers.",1," Dec. 22, 2018","Williamsburg, VA",Williamsburg, VA
135,"On Dec. 13 ordered a nerf gun with 2 day shipping, delivery date Tues., Dec. 18. Monday, Dec 17, received email - package was delayed, should arrive Weds., Dec.19. Tuesday, Dec. 18, email saying package was shipped. No package... Tracked it Thursday and delivery date was Dec. 28! Long story short, 2 days and 2hrs. on the phone later, where I was disconnected 3xs and actually lied too (was told I would get it by Christmas Eve) I’m still getting the toy on Dec 9. UPS said it wasn’t ordered as 2 day shipping and there was nothing they could do. Customer service is horrendous and supervisors offer nothing but I understand. Will never never order from them again!",1," Dec. 21, 2018","Smithtown, NY",Smithtown, NY
136,I decided to do my shopping online this year for Christmas. The first package was supposed to have a doll set and it was missing. The second package I got today was supposed to be slippers. It was a SHOWER CURTAIN. I still have a few more coming the next two days so who knows if the orders will be correct or not. But this is definitely my last time ordering anything from Target.,1," Dec. 21, 2018","Clinton Township, MI",Clinton Township, MI
137,"I purchased a 50' smart tv on sale at Bronx mall today 12/20/28. The tv frame was broken, I returned it back to Target, where I purchased it, to be exchanged. They had me waiting for 45 minutes for someone to attend to me, the supervisor playing around not helping anyone. Joking around telling the customers he wears a black shirt, ask the people with the red shirts to help you. No one brought another tv out from the back. The staff was too laid back. I never received any help from that department. I was so upset I asked for my refund. I will never go back to that store again. Customer service sucks.",1," Dec. 21, 2018","Bronx, NY",Bronx, NY
138,"I am certain this review will not change anything. In the least, perhaps someone will take solace from the fact that they are not alone in experiencing such disturbingly poor customer service from Target floor employees on more than one occasion. First store I went to pick up an order. The girl insisted my order did not exist and did not offer any possible assistance, answers, acknowledgement as to why. I left the store confused, frustrated, and doubting myself. Turns out the store had cancelled my order because I didn't pick it up within the deadline. Why couldn't this have been mentioned by the girl, as a possible explanation, instead of blatant indifference to my frustration? ",1," Dec. 20, 2018","Buffalo, NY",Buffalo, NY
139,"I placed an online order for a stereo for my son on Sunday 12/16/18 and was promised 2 day shipping so on Wednesday 12/19/18 nothing showed up on my doorstep. I called customer service, waited 15 minutes to speak with anyone and was told my order had an error and she fixed it. I should receive my item by 12/21/18. I have been looking at the status of my order since 10:00 AM. No change. I am trying to give my son a nice Christmas present. NEVER AGAIN WILL I ORDER FROM TARGET.",1," Dec. 20, 2018","Neptune, NJ",Neptune, NJ
140,"I applied for a red card and was turned down because my wife already has one and they only allow one per checking account. This is absolutely absurd. There is no reason that family can only have one card since, only one person in the family can shop and get the 5% discount since, their name is on the card.",1," Dec. 20, 2018","Mount Pleasant, SC",Mount Pleasant, SC
141,"UPS per (Proof of Delivery) delivered my return item to the return center on December 12th. Per return policy I was to receive an email when item is received and card will be credited in 1-3 days. Never got an email and still waiting for credit. Called customer service (Malaysia) and was told there is nothing they can do. Called Target Central returns in Indianapolis Indiana, was told nothing they can do because they have 43 trucks waiting to be unloaded for returns. My item has been and is still sitting on their dock for six days now!!! Woman said even though the return center processes all returns I would have to call Target. Not only did it take almost 2 weeks to receive the item I see by other reviews it's going to be a nightmare getting a refund. Never again will I order online or step foot in this store!!!",1," Dec. 18, 2018","Huron, SD",Huron, SD
142,We ordered a doll for a granddaughter and after three weeks being in too late to reorder or even find it this is what Target did - they sent us a $25 robot when we had ordered a $60 doll on sale for half price. Apparently they didn't have what they were selling but they did get rid of what wasn't selling. Shame on you you horse's **.,1," Dec. 18, 2018","Plymouth, NH",Plymouth, NH
143,Called Customer service on 12/10/2018 for price adjustment. Waited for over 1 hour on the phone and the representative said she has adjusted the price. Never received an email for confirmation. Called again today 12/16/2018. Has been on the phone for over 45 minutes and was told no price adjustment was done on 12/10/2018. Then they hang up the phone on me so I have to call back again. Still no resolution for a simple price adjustment. Customer services is horrible and gets no help whatsoever. Will not shop online at Target again.,1," Dec. 16, 2018","El Monte, CA",El Monte, CA
144,"Item ordered Nov 23 and emailed I was charged and “congratulations your order has shipped.” Kept tracking and said shipped and out for delivery on Target site. Dec 15, no item and customer service first lied and said FedEx must have lost it then admitted it was never shipped and I was never notified. Now out of stock and refund will take over a week. Then rude rep made awful remarks. Target.com should be investigated by Better Business Bureau. Bait and switch or false sales advertising. Both apply.",1," Dec. 15, 2018","Atlanta, GA",Atlanta, GA
145,"I asked for assistance with cell phones, and an employee was paged and arrived in a timely manner. I asked to see the two color choices of a certain phone. He stated he could not open the cabinets or check on that. I then asked what the price range meant on the certain phone. He stated it may be mb related. I showed him that the information showed 64 mb. He then stated he did not know. I said, ""Thank you,"" and proceeded to leave. He did apologize for not being able to assist me and stated he could have another associate call me later. I stated, ""No, I have plans the rest of the day,"" and the present time was when I had to find information about buying a new phone. I thanked him and proceeded on my way. About 5 min. later he caught up with me and apologized again. I said, ""Thank you.""",1," Dec. 15, 2018","Prior Lake, MN",Prior Lake, MN
146,"I ordered a TV console from Target online. I received the console is pieces with not a one piece of hardware to put it together with. I contacted Target first with the online chat. I was brushed and then disconnected. I then called 3 different occasions and was disconnect after several minutes on the phone to speak to a supervisor I would then get disconnected. Finally spoke to a supervisor. Was told a replacement would be at my house on Dec.13, guess what it hasn't come. So now Target has my $250 dollars and I have a pile of wood. I will never shop Target again.",1," Dec. 15, 2018","Conway, SC",Conway, SC
147,"I recently tried to purchase a bath product at the Columbia Heights Target. One associate told me Target doesn't sell it, another told me it was discontinue even though the web site indicated it was available for immediate pick up. a few days later I order the item on the web and went to pick it up a few hours later. I waited 12 minutes on line to pick up my web order. A sales associate call me and rudely barked, ""give me your ID"". I quietly said ""what happened to please"". She made a racist comment and walked away. A few minutes someone came over to help me. While watching the associates interact with other customers it was clear they weren't treated very politely either. I will not be doing business with Target again.",1," Dec. 14, 2018","Washington, DC",Washington, DC
148,"I ordered a Christmas gift on 11/22 for two day shipping. I have tracked the package, date has been pushed out twice for delivery. Now I was notified the order is canceled... I ordered this 3 WEEKS AGO and they tell me now the order is canceled. Needless to say I won't waste my time shopping with them anymore. No excuse.",1," Dec. 13, 2018","Stone Mountain, GA",Stone Mountain, GA
149,Please try to avoid Target. This store is no longer what it was used to be. Target.com ships wrong items and their customer service will not help you out. I have lost hours trying to explain them over the phone and by email that I got other items and they just told me to go to a store since they cannot help. I also found transactions in my credit card statement that I NEVER did. When I called they said they do not know what they are and that I can start a dispute. When I called the dispute department they told me only my husband can call them since he is the primary cardholder. They are not a real bank and their response is totally shady. I will cancel my credit card and NEVER buy from Target again. It has been a nightmare!,1," Dec. 13, 2018","San Diego, CA",San Diego, CA
150,I placed an order on Nov 26th that was supposed to be free 2 day shipping and received an email saying the item shipped on Nov 27th. I kept checking the tracking but it turns out it never got to UPS to be shipped. Since then I have spoken to about 11 customer service reps. One rep actually emailed me a label to ship the item back for a refund. How could I possible ship an item back that was never sent in the first place? Another rep issued me a replacement on Dec 4th which still hadn't shipped on Dec 9th. At that point and 3 times since I have asked for the replacement to be canceled and a refund issued. They have each promised me a refund but I still to this day have not received it and I honestly don't think I will ever get it. Hours wasted on the phone and chat. Ordering from them was the worst mistake I made this holiday season. I ordered it from Amazon and received it in 2 days! Absolutely horrible customer service.,1," Dec. 13, 2018","East Meadow, NY",East Meadow, NY
151,"This literally broke the camel's back. I will never go back to Target again nor will my family and friends after they saw what happened, I had ordered two bench chairs from Target and they had some crazy sale where they were really discounted for just that day. Couldn’t be happier with my purchase. I checked on the correct store that still had some and checked out. The next day after I got off work I went to the Target I chose to get told they don’t have my pick up order, confused I asked them “ok it says you do so how do we go about this”? He told me “I have no idea. You need to figure that out”. That already pissed me off so I look at my order and it said it was at another store so I go there, same exact thing. ",1," Dec. 12, 2018","Allen, TX",Allen, TX
152,"I never did return to Target after this incident that happened roughly five years ago. I was pulling a box off the shelf when an overhead box came down struck me on the side of the face, smashing my glasses. Ultimately bruising my face too and it jarred my neck as well. The box contained one of those large wardrobes that you assemble and hang clothes on to dry. Had a lot of stainless steel in it. This happened at Target M59 and Schoenherr in Shelby Township Michigan. I was jarred and I could barely see without my glasses, but I did report it to the office. They came back to the area I was injured at. They took my incident report. They took pictures of me and my glasses. While I was hurt, I was able to drive. Because I was jarred I went to a chiropractor. I had to resort to wearing an old pair of glasses which had an incorrect script, outdated.",1," Dec. 11, 2018","Utica, MI",Utica, MI
153,"Cyber Monday purchased an Xbox 1 bundle, an extra controller and another game. Great deal for all of it. The game and controller were to be shipped and the console to be picked up in 2 hours in store. The shipped items were no problem. After calling the store for 2 day about the in-store pickup (understanding with Cyber Monday it can take longer) my wife went in to see about it and customer service said the order was canceled and now out of stock and was told to call customer service 800.440.0680. Well they offered me a gift card for $200 that I would receive in 15 days and can buy the item then at full price (an extra hundred $). ",1," Dec. 10, 2018","Wilmington, DE",Wilmington, DE
154,Had a Christmas tree shipped to store as part of a multi-item order. The order delivery date was scheduled later than my other items (no big deal). Then the delivery date was changed the day the item was supposed to come in. I called customer service the on the new in store delivery date and was told it would be delayed again. I asked for information about whether the manufacturer had filled the order or if it was shipped or at a distribution center and would get diverted to the order status (order placed and option to ship to store). Neither of which answered the question. ,1," Dec. 10, 2018","Huntsville, AL",Huntsville, AL
155,After having a gift card balance drained and transferred to another gift card. We have received zero assistance from Target. Even though after reading about their million dollar issue with gift card theft they don’t even want to try to gather information from us to help them understand what happened and who might be responsible. Even though we have spent nearly two hundred dollars a month at Target stores we no longer feel able to shop there after dealing with their customer care channels incompetence. Good luck Target - we have no issues paying the same price at other places. Bye.,1," Dec. 9, 2018","Round Rock, TX",Round Rock, TX
156,"I ordered a product from Target and then the email said it was delivered to my house, but I received a completely different item. Then when I called customer service they said this product was out of stock and that I had to drive to Target and return the incorrect product. So I was supposed to waste my time returning the incorrect product AND I didn’t get the original item that I ordered! This is beyond RIDICULOUS. So I ordered it from Walmart and am very happy with the product. I’m very disappointed in Target and their customer service.",1," Dec. 8, 2018","Granger, IN",Granger, IN
157,"On November 28th, I placed an order for Huggies Diapers and wipes. A few days later, I received an email saying BOTH of my items were delivered. However, I only received wipes, and no diapers. On December 3rd, I contacted a Target agent and he said he would fix the problem by reshipping the diapers through EXPRESS shipping. Which is supposed to take 1 business day to receive after the item ships. ",1," Dec. 7, 2018","Shelbyville, TX",Shelbyville, TX
158,"I placed an online order and within a few minutes I’m told that it is ready. I go to review the email I had received, and it shows only one item got charged from my card... Yet I had received an email prior that shows I had been charged for both items. I attempt to call the Target store, and I get a lady who is very abrupt and rude, tells me she will “transfer me to guest services” then proceeds to just leave me hanging on the line. I call the store back, get the same lady who I can now hear her talking about how “I keep calling” when I had only called twice just TRYING to reach someone in regards to my order issue. This isn’t the first time Target has disappointed me... I’m done. Target really needs to reevaluate who they hire.",1," Dec. 7, 2018","Garland, TX",Garland, TX
159,"First of all, don't ever order something from them online, I waited 3 plus weeks for FRYING PANS to be delivered from California. I live in Massachusetts. My bill is due on the 22nd of every month, while shopping in the store on the 26th of the month, I paid my bill of $25. To my surprise my next bill had a $31 dollar late fee. When I called they said I underpaid by $6.00. Awful Customer Service, I asked for a Supervisor, never got a callback, and now just got a letter stating they are debt collecting, really. Awful company that compromised all of our information by being hacked and now telling me this above STUPIDITY. I will pay off my bill and cancel my card. I WILL NEVER SHOP AT TARGET AGAIN. WALMART HERE I COME.",1," Dec. 4, 2018","Middleton, MA",Middleton, MA
160,"I placed an order with Target.com on November 27th and was told my order would be delivered on November 29th because I had qualified for free 2-day delivery. I waited and waited and waited... I called the company on December 3rd to check on the status of my order and was told they didn't know what had happen but someone would contact me in 24 hours. I was given a case number. 24 hours later, no call. I tried contacting the site again (via chat) and the agent simply disconnected me when I asked why no one had contacted me and asked that my order be delivered Today. I called the customer support number and asked to speak to a manager. I was placed on hold for over 20 minutes and finally was disconnected from the call. ",1," Dec. 4, 2018","El Cajon, CA",El Cajon, CA
161,"I tried to order Christmas gifts online. Had my promo code, all of my stuff in order, clicked send, done. But, it wasn't until several days later that I got a notification that a big chunk of my order had been canceled because ""they couldn't process my address"", but the rest of the order was able to send (and is here right now). I have had to spend the past two days trying get all of the things I wanted to get, but some of these items have gone out of stock since I first tried to order them.",1," Dec. 4, 2018","Maryland Heights, MO",Maryland Heights, MO
162,Placed an order online. Was told via email order was ready. Then received email saying order was out of stock. Then tried to have picked up at different store or shipped. Target website will not allow me to do so. I have now been on hold for over a half hour and counting. Never will order anything or step foot in a Target again.,1," Dec. 3, 2018","Weehawken, NJ",Weehawken, NJ
163,"I am sick and tired of Target's incompetence and complete lack of customer service and support. The most recent order has been a disaster. Order was placed on 11/24. Target states it was shipped in 2 separate shipments via UPS. UPS has yet to receive either shipment. Customer service? They want me to continue to wait. Order was supposed to be delivered by 11/29, and this worthless company wants me to sit back and wait for things they have managed to not send.",1," Dec. 1, 2018","Knoxville, TN",Knoxville, TN
164,I purchased an item for customer pickup on Black Friday. I stopped by the store 4 days later to pick up the item. They canceled the order because it took me longer than 3 day to go to the store. Black Friday deal is gone.,1," Nov. 30, 2018","Bridgewater, CT",Bridgewater, CT
165,"I was in the market for a new smart tv and found one at Target on Cyber Monday. I put my order in and received a confirmation that they received my order. I waited and waited to get a message that my tv was ready to be picked up. No email ever came, so on Tuesday morning I called the store and found out that they did have my tv and that the order hadn't been completely processed, so I headed to the store which is 45 minutes from my home and like others, got an email on my drive that the tv was no longer available! I was given a link for shipping/pickup options. ",1," Nov. 30, 2018","Loveland, OH",Loveland, OH
166,"I ordered several items on Target.com on Black Friday only to find out the next day that my order was cancelled because of an error on Target's part. I then ordered again on Cyber Monday, same cancellation. I then ordered again with the 20% off coupon I earned for shopping on Black Friday, my order was cancelled again. I then chatted with an agent who guaranteed my order would be filled with the 20% off, the next day that order was cancelled as well. Four orders were cancelled.",1," Nov. 30, 2018","Newburgh, NY",Newburgh, NY
167,"Do not EVER buy ANYTHING from Target online! They sent someone else's order (with their packing slip and a product, worth $120 less than my order, that I can't even use) in my box with NONE of my items in it. I lost ALL my Black Friday deals because they are now out of stock and can't reship them. I've talked to 5 people now (including a supervisor) and am STILL trying to get my refund so I can find those items somewhere else (and now I will also miss out on all the other Cyber Week deals). Their customer service is the WORST. Sad because I used to love Target. Sticking with Amazon or Walmart for now on!",1," Nov. 29, 2018","Tulsa, OK",Tulsa, OK
168,"Shipt.com had a promotion with Target.com. For every 50.0 in food ordered through Shipt the customer received a 10.00 gift card good only on Target.com. I attempted to redeem the two gift cards I had received for 2 American Heritage end tables. The card was not reflected on my invoice for the items. I called customer service, waited 20 minutes and was told that the card would be applied when the items were shipped. Both items have shipped and the gift cards were not applied. I called customer service again, waited 16 minutes and was told that the system had crashed and to call back again. The customer service representatives could not understand why I was calling. Their English was so poor that I could not understand them. Target should be embarrassed by their poor service. After all, this is the time of year that they make all their money. I will not be a Target customer in the future.",1," Nov. 28, 2018","St Paul, MN",St Paul, MN
169,"We looked online for the best price on a new Alexa show Gen 2. We found it at Target for $170.00. The ad showed the item in stock at the Roseville MN store. We drove there to purchase the item. Although the ad showed on their own store computers, we were told the price was $229.00. We were told they would only honor the ""Target.com price"" and we should have look there vs the online ad. In other we'll run an ad, but our own price is the real price. I hate Target, we were made to feel like it's our fault we don't know their internal policies.",1," Nov. 28, 2018","Saint Paul, MN",Saint Paul, MN
170,I ordered a set of barstools last night (Cyber Monday) from Target online. They were 15% off the regular price which I thought was a decent price after looking at other websites. This morning I got an email from Target online shopping and the same stools I ordered were significantly less expensive than the sale price from last night. I called Target and sat on hold for 45 minutes waiting to see if they would lower the price to the current price and was told that they can't do this. I told them to cancel my order since they hadn't shipped yet and I'd reorder them at the lower price and they said they couldn't do this either. ,1," Nov. 27, 2018","Colorado Springs, CO",Colorado Springs, CO
171,"Pre Black Friday shopping on Thursday I decided to buy a Nintendo Bundle at Target online store. It was not available to be shipped so I had to pick it up at a store an hour distance from my house. After entering my credit card, got my confirmation and decided to go pick it up during the weekend. On my way to the store on Monday I looked my emails looking for the confirmation and for my surprise I got an email cancelling my order because it was not picked up by Saturday. I am very upset, this is the first time I order something to be pick up at a store and I would never imagine they will cancel in 48 hours. ",1," Nov. 27, 2018","Wellington, FL",Wellington, FL
172,"I spent all day trying to order a television online, every store I looked at had at least 1 in stock. Every time I ordered I would get an email sometimes 2 hrs later stating it wasn’t available. I tried ordering from 4 different Target stores. Now I have missed out on the Cyber Monday sale. Very disappointed with Target.",1," Nov. 26, 2018","Cement City, MI",Cement City, MI
173,"I ordered 4 bar stools online from Target. The order requested 26 inches bar stools as advertised. However, when I received the items -- the boxes were marked in large letters on the outside of each box 24 inches. I contacted Target and attempted to exchange the items and I was advised that they did not have the 26-inch bar stools in stock. I returned the items as instructed within 2 days of the receipt of the wrong items. I was instructed that it would be 2-3 weeks before I received my refund. No apology for intentionally and deliberately sending the wrong item.",1," Nov. 26, 2018","Converse, TX",Converse, TX
174,"I made an online purchase for a Graco travel system on November 8th of this year. This item was to be picked up at the Target store on Bosque Blvd in Waco Texas on November 20th. When the delivery date came I received an email stating that my order would be delayed, I found this strange because it had almost been two weeks from when I ordered the item. Friday, the 23rd came, my order still did not arrive and at this time my sister's baby was born three days before! I called customer service and was told that the 24th was in fact the last day and that my order would arrive on Saturday. ",1," Nov. 25, 2018","Portsmouth, VA",Portsmouth, VA
175,Do not purchase Target e-gift cards. It is a total nightmare. Sometimes they do not get delivered and customers end up having to spends days – weeks dealing with their unprofessional and rude customer service center trying to get their purchased good sent to the recipient. Read the reviews online and you will see what I am talking about.,1," Nov. 22, 2018","Gainesville, VA",Gainesville, VA
